2011/08/12,768.19,768.19,768.19,768.19,768.19,768.19
2011/08/15,777.12,777.12,777.12,777.12,777.12,777.12
2011/08/16,779.06,779.06,779.06,779.06,779.06,779.06
2011/08/17,776.65,776.65,776.65,776.65,776.65,776.65
2011/08/18,767.31,767.31,767.31,767.31,767.31,767.31
2011/08/19,751.69,751.69,751.69,751.69,751.69,751.69
2011/08/22,742.84,742.84,742.84,742.84,742.84,742.84
2011/08/23,750.39,750.39,750.39,750.39,750.39,750.39
2011/08/24,742.24,742.24,742.24,742.24,742.24,742.24
2011/08/25,751.82,751.82,751.82,751.82,751.82,751.82
2011/08/26,756.07,756.07,756.07,756.07,756.07,756.07
2011/08/29,758.83,758.83,758.83,758.83,758.83,758.83
2011/08/30,767.3,767.3,767.3,767.3,767.3,767.3
2011/08/31,770.6,770.6,770.6,770.6,770.6,770.6
2011/09/01,778.28,778.28,778.28,778.28,778.28,778.28
2011/09/02,769.78,769.78,769.78,769.78,769.78,769.78
2011/09/05,755.82,755.82,755.82,755.82,755.82,755.82
2011/09/06,741.2,741.2,741.2,741.2,741.2,741.2
2011/09/07,753.63,753.63,753.63,753.63,753.63,753.63
2011/09/08,757.41,757.41,757.41,757.41,757.41,757.41
2011/09/09,755.7,755.7,755.7,755.7,755.7,755.7
2011/09/12,741.26,741.26,741.26,741.26,741.26,741.26
2011/09/13,749.82,749.82,749.82,749.82,749.82,749.82
2011/09/14,741.69,741.69,741.69,741.69,741.69,741.69
2011/09/15,751.76,751.76,751.76,751.76,751.76,751.76
2011/09/16,768.13,768.13,768.13,768.13,768.13,768.13
2011/09/20,755.04,755.04,755.04,755.04,755.04,755.04
2011/09/21,757.13,757.13,757.13,757.13,757.13,757.13
2011/09/22,744.54,744.54,744.54,744.54,744.54,744.54
2011/09/26,728.85,728.85,728.85,728.85,728.85,728.85
2011/09/27,748.55,748.55,748.55,748.55,748.55,748.55
2011/09/28,754.07,754.07,754.07,754.07,754.07,754.07
2011/09/29,762.3,762.3,762.3,762.3,762.3,762.3
2011/09/30,761.17,761.17,761.17,761.17,761.17,761.17
2011/10/03,747.11,747.11,747.11,747.11,747.11,747.11
2011/10/04,736.18,736.18,736.18,736.18,736.18,736.18
2011/10/05,726.25,726.25,726.25,726.25,726.25,726.25
2011/10/06,736.86,736.86,736.86,736.86,736.86,736.86
2011/10/07,741.55,741.55,741.55,741.55,741.55,741.55
2011/10/11,755.0,755.0,755.0,755.0,755.0,755.0
2011/10/12,753.44,753.44,753.44,753.44,753.44,753.44
2011/10/13,758.83,758.83,758.83,758.83,758.83,758.83
2011/10/14,748.81,748.81,748.81,748.81,748.81,748.81
2011/10/17,761.88,761.88,761.88,761.88,761.88,761.88
2011/10/18,751.24,751.24,751.24,751.24,751.24,751.24
2011/10/19,751.49,751.49,751.49,751.49,751.49,751.49
2011/10/20,746.02,746.02,746.02,746.02,746.02,746.02
2011/10/21,744.21,744.21,744.21,744.21,744.21,744.21
2011/10/24,755.44,755.44,755.44,755.44,755.44,755.44
2011/10/25,747.7,747.7,747.7,747.7,747.7,747.7
2011/10/26,746.48,746.48,746.48,746.48,746.48,746.48
2011/10/27,762.79,762.79,762.79,762.79,762.79,762.79
2011/10/28,771.43,771.43,771.43,771.43,771.43,771.43
2011/10/31,764.06,764.06,764.06,764.06,764.06,764.06
2011/11/01,754.5,754.5,754.5,754.5,754.5,754.5
2011/11/02,738.58,738.58,738.58,738.58,738.58,738.58
